passenger_id,real_start_date,real_start_time,start_time,end_time,OD_id,start_ver,end_ver,orginal_start_ver,orginal_end_ver,original_distance,final_distance,matching_or,shared_distance,detour,gap,matching_id,matching_type,matching_ver,
7402,2017-07-01,2017-07-01 09:14,538.0,549.9,14258,158,156,158,156,1449.18,2469.13,1,1449.18,1019.96,510.74,7539,2,170,
6633,2017-07-01,2017-07-01 08:54,518.0,550.0,4535,6,532,100,531,8678.44,9486.53,1,5208.80,808.09,0.00,6534,0,6,
7345,2017-07-01,2017-07-01 09:13,537.0,550.1,15,335,105,357,541,3545.63,3545.63,1,3545.63,0.00,0.00,7331,0,335,
7437,2017-07-01,2017-07-01 09:15,539.0,550.1,3558,274,443,274,443,2585.53,2585.53,1,2585.53,0.00,722.18,7307,0,274,
7360,2017-07-01,2017-07-01 09:13,537.0,550.1,20371,624,5,624,102,3560.84,3560.84,0,,,,,,,
7097,2017-07-01,2017-07-01 09:06,530.0,550.1,578,335,11,335,111,5063.83,5063.83,1,5063.83,0.00,0.00,7224,1,335,
7224,2017-07-01,2017-07-01 09:09,533.0,550.1,578,335,11,335,11,5063.83,5063.83,1,5063.83,0.00,0.00,7097,0,335,
6650,2017-07-01,2017-07-01 08:54,518.0,550.2,247,105,68,105,7,8462.74,9585.59,1,5889.64,1122.85,0.00,6593,0,105,
7293,2017-07-01,2017-07-01 09:11,535.0,550.2,46,105,16,541,16,4860.71,4860.71,1,4860.71,0.00,0.00,7295,1,105,
7047,2017-07-01,2017-07-01 09:04,528.0,550.2,1263,123,353,8,352,5367.55,6623.44,1,4408.97,1255.89,734.49,7069,1,123,
7259,2017-07-01,2017-07-01 09:10,534.0,550.3,115,105,302,108,302,4131.91,4131.91,1,4131.91,0.00,0.00,7367,1,105,
7495,2017-07-01,2017-07-01 09:17,541.0,550.3,1434,443,498,240,498,2446.95,2446.95,1,2446.95,0.00,0.00,7128,0,443,
7455,2017-07-01,2017-07-01 09:16,540.0,550.3,440,313,10,313,10,2587.29,2587.29,1,2587.29,0.00,548.80,7422,0,313,
7394,2017-07-01,2017-07-01 09:14,538.0,550.3,1082,522,558,664,551,2416.31,2416.31,0,,,,,,,
7176,2017-07-01,2017-07-01 09:08,532.0,550.4,5074,16,164,16,164,4403.02,5372.45,1,2693.40,969.43,671.20,6805,0,16,
7325,2017-07-01,2017-07-01 09:12,536.0,550.4,6504,31,558,31,559,3622.37,3827.36,1,1194.31,204.99,872.25,7207,0,31,
7500,2017-07-01,2017-07-01 09:17,541.0,550.4,12039,640,723,640,723,1297.44,1970.41,1,879.28,672.98,726.38,7659,2,641,
7391,2017-07-01,2017-07-01 09:14,538.0,550.5,2677,302,131,73,644,2506.12,2506.12,0,,,,,,,
7118,2017-07-01,2017-07-01 09:06,530.0,550.5,63,380,27,329,276,5256.41,5256.41,1,1542.71,0.00,0.00,7688,2,16,
7127,2017-07-01,2017-07-01 09:07,531.0,550.5,874,107,224,234,224,3610.37,4257.59,1,1628.31,647.22,323.61,7546,2,700,
7332,2017-07-01,2017-07-01 09:12,536.0,550.5,5871,80,427,343,427,3012.18,3012.18,0,,,,,,,
7533,2017-07-01,2017-07-01 09:18,542.0,550.5,557,311,354,435,363,1523.86,1523.86,1,593.74,0.00,314.61,7751,2,485,
6740,2017-07-01,2017-07-01 08:57,521.0,550.6,7651,80,204,78,574,8725.39,10033.00,1,3981.55,1307.61,0.00,6738,0,80,
7603,2017-07-01,2017-07-01 09:19,543.0,550.6,5089,250,11,491,11,1692.82,1692.82,1,1692.82,0.00,253.58,7386,0,250,
6960,2017-07-01,2017-07-01 09:02,526.0,550.6,87,27,33,27,33,6545.02,7304.58,1,5626.40,759.57,0.00,6949,0,27,
7389,2017-07-01,2017-07-01 09:14,538.0,550.6,3878,313,64,583,64,3067.36,3067.36,0,,,,,,,
7184,2017-07-01,2017-07-01 09:08,532.0,550.7,11083,2,708,2,708,4251.79,5138.95,1,2699.16,887.16,0.00,6815,0,2,
7478,2017-07-01,2017-07-01 09:16,540.0,550.7,1950,586,394,598,394,2097.51,2097.51,1,539.07,0.00,0.00,7871,2,84,
6985,2017-07-01,2017-07-01 09:03,527.0,550.7,4292,123,15,123,15,5578.36,5648.32,1,1970.71,69.96,709.95,6681,0,123,
6842,2017-07-01,2017-07-01 08:59,523.0,550.7,2516,84,473,84,473,8149.00,8352.37,1,5984.24,203.36,0.00,6787,0,84,
7420,2017-07-01,2017-07-01 09:15,539.0,550.7,229,27,663,27,663,3374.05,3374.05,1,3374.05,0.00,0.00,7404,0,27,
7174,2017-07-01,2017-07-01 09:08,532.0,550.8,3788,501,310,504,712,5421.02,5421.02,1,5421.02,0.00,646.67,6962,0,501,
7574,2017-07-01,2017-07-01 09:19,543.0,550.9,76,27,280,27,280,2149.17,2149.17,1,2149.17,0.00,0.00,7232,0,27,
7040,2017-07-01,2017-07-01 09:04,528.0,550.9,2703,145,105,545,106,5710.38,5710.38,0,,,,,,,
7030,2017-07-01,2017-07-01 09:04,528.0,550.9,157,596,27,596,282,5907.14,5907.14,1,521.21,0.00,495.36,6496,0,596,
6602,2017-07-01,2017-07-01 08:53,517.0,550.9,19880,16,448,147,448,6667.78,7944.81,1,629.39,1277.03,597.51,6445,0,16,
7439,2017-07-01,2017-07-01 09:15,539.0,550.9,11739,348,701,348,701,2966.21,2966.21,0,,,,,,,
7011,2017-07-01,2017-07-01 09:03,527.0,550.9,9203,219,250,505,486,5718.63,5971.68,1,1622.01,253.05,0.00,7019,1,219,
7102,2017-07-01,2017-07-01 09:06,530.0,551.0,5665,328,10,328,215,4142.05,5227.95,1,2392.09,1085.90,1035.22,7451,2,331,
7120,2017-07-01,2017-07-01 09:07,531.0,551.0,682,353,105,353,541,4988.90,4988.90,0,,,,,,,
7447,2017-07-01,2017-07-01 09:15,539.0,551.0,9168,439,313,439,316,3241.30,3241.30,1,3241.30,0.00,0.00,7400,0,439,
6513,2017-07-01,2017-07-01 08:51,515.0,551.0,21528,721,20,721,191,11992.39,11992.39,0,,,,,,,
6781,2017-07-01,2017-07-01 08:58,522.0,551.0,8206,335,383,357,383,5091.66,6492.48,1,1948.07,1400.82,700.41,7010,2,365,
6570,2017-07-01,2017-07-01 08:52,516.0,551.0,8292,68,274,68,281,9763.52,9763.52,1,8453.81,0.00,0.00,6630,1,68,
7074,2017-07-01,2017-07-01 09:05,529.0,551.1,3885,84,522,82,522,5248.18,5288.18,1,2950.35,40.00,256.19,7418,2,89,
6551,2017-07-01,2017-07-01 08:52,516.0,551.1,9043,311,5,429,5,8682.20,9809.02,1,2574.00,1126.82,491.44,6758,2,309,
7013,2017-07-01,2017-07-01 09:03,527.0,551.1,4281,32,114,32,114,7315.44,7315.44,1,4469.68,0.00,0.00,7043,1,32,
7129,2017-07-01,2017-07-01 09:07,531.0,551.1,20,27,331,27,330,5792.67,6570.36,1,5545.01,777.69,0.00,7117,0,27,
7709,2017-07-01,2017-07-01 09:22,546.0,551.1,5623,236,243,236,238,1136.26,1136.26,1,1136.26,0.00,0.00,7520,0,236,
7595,2017-07-01,2017-07-01 09:19,543.0,551.2,970,313,97,313,97,2075.54,2075.54,1,2075.54,0.00,0.00,7635,1,313,
7209,2017-07-01,2017-07-01 09:09,533.0,551.2,1427,56,582,56,582,3836.51,3836.51,1,3836.51,0.00,0.00,7309,1,56,
7260,2017-07-01,2017-07-01 09:10,534.0,551.2,3080,130,15,643,206,4619.60,4619.60,1,1128.65,0.00,924.45,7685,2,145,
6698,2017-07-01,2017-07-01 08:56,520.0,551.3,16190,22,397,22,590,7719.46,8515.02,1,2408.49,795.56,636.43,6676,0,22,
7807,2017-07-01,2017-07-01 09:24,548.0,551.4,1290,310,230,309,214,863.03,863.03,1,863.03,0.00,0.00,7580,0,310,
6982,2017-07-01,2017-07-01 09:03,527.0,551.4,12637,562,394,562,394,7001.25,7436.81,1,6257.49,435.56,1179.32,7042,1,562,
7073,2017-07-01,2017-07-01 09:05,529.0,551.4,3465,80,264,88,264,4261.04,5621.71,1,1982.06,1360.67,323.61,6565,0,80,
6719,2017-07-01,2017-07-01 08:56,520.0,551.4,2343,335,130,335,506,6615.98,7721.85,1,6035.24,1105.88,0.00,6793,1,335,
7137,2017-07-01,2017-07-01 09:07,531.0,551.5,1457,84,367,82,496,3896.42,5159.77,1,1809.43,1263.35,20.00,6489,0,84,
7377,2017-07-01,2017-07-01 09:13,537.0,551.5,7484,80,502,88,502,3728.60,3728.60,0,,,,,,,
7700,2017-07-01,2017-07-01 09:22,546.0,551.5,3066,443,586,443,586,774.86,774.86,1,774.86,0.00,0.00,7571,0,443,
7094,2017-07-01,2017-07-01 09:06,530.0,551.5,700,105,609,108,259,4595.24,6007.75,1,2705.12,1412.52,363.12,7330,2,110,
7409,2017-07-01,2017-07-01 09:14,538.0,551.5,457,314,131,325,550,3516.94,3516.94,1,3516.94,0.00,0.00,7322,0,314,
7271,2017-07-01,2017-07-01 09:11,535.0,551.6,1728,224,280,218,280,4284.50,4284.50,1,2360.92,0.00,247.08,7561,2,132,
7056,2017-07-01,2017-07-01 09:05,529.0,551.6,1067,15,27,148,276,6211.14,6285.06,1,760.30,73.93,950.54,7305,2,128,
6654,2017-07-01,2017-07-01 08:54,518.0,551.6,14724,50,264,50,264,7721.41,7990.80,1,531.54,269.39,1251.46,6453,0,50,
6992,2017-07-01,2017-07-01 09:03,527.0,551.6,87,27,33,282,75,6545.02,7304.58,1,5626.40,759.57,0.00,6977,0,27,
6809,2017-07-01,2017-07-01 08:58,522.0,551.6,2568,354,68,355,7,8066.15,8066.15,1,8066.15,0.00,0.00,6843,1,354,
6843,2017-07-01,2017-07-01 08:59,523.0,551.6,2568,354,68,355,7,8066.15,8066.15,1,8066.15,0.00,0.00,6809,0,354,
6509,2017-07-01,2017-07-01 08:51,515.0,551.7,11640,14,498,194,498,8914.04,10332.94,1,2869.59,1418.90,1116.29,6813,2,15,
7476,2017-07-01,2017-07-01 09:16,540.0,551.7,2954,77,605,77,262,3088.15,3088.15,1,2566.94,0.00,0.00,7563,1,77,
7196,2017-07-01,2017-07-01 09:08,532.0,551.7,2823,16,397,16,407,5361.15,5361.15,1,648.63,0.00,735.32,7732,2,384,
7248,2017-07-01,2017-07-01 09:10,534.0,551.7,1571,105,614,108,614,5618.50,5618.50,1,5618.50,0.00,0.00,7258,1,105,
7364,2017-07-01,2017-07-01 09:13,537.0,551.8,3084,471,31,471,285,3119.50,3119.50,1,3119.50,0.00,1033.28,7349,0,471,
7336,2017-07-01,2017-07-01 09:12,536.0,551.8,2984,380,385,611,385,1508.93,2405.01,1,958.50,896.08,445.80,7642,2,248,
7666,2017-07-01,2017-07-01 09:21,545.0,551.9,5386,97,31,97,289,2149.63,2149.63,1,2149.63,0.00,0.00,7469,0,97,
7106,2017-07-01,2017-07-01 09:06,530.0,552.0,588,596,105,596,108,5231.32,5393.47,1,3332.89,162.15,541.02,6968,0,596,
7525,2017-07-01,2017-07-01 09:17,541.0,552.0,1213,230,95,230,74,2433.65,2433.65,1,2433.65,0.00,542.79,7522,0,230,
7498,2017-07-01,2017-07-01 09:17,541.0,552.0,1239,582,307,582,306,2747.33,2747.33,1,1992.16,0.00,755.18,7509,1,582,
7651,2017-07-01,2017-07-01 09:21,545.0,552.1,18927,202,15,202,206,2245.72,2245.72,1,656.52,0.00,0.00,6998,0,202,
7334,2017-07-01,2017-07-01 09:12,536.0,552.1,503,3,105,53,108,3036.44,4053.90,1,2843.91,1017.45,730.10,7492,2,212,
7220,2017-07-01,2017-07-01 09:09,533.0,552.1,779,77,33,77,33,4766.95,4806.95,1,3194.81,40.00,20.00,7370,2,93,
7229,2017-07-01,2017-07-01 09:09,533.0,552.1,3452,335,683,357,683,3931.82,4561.04,1,3931.82,629.23,314.61,7356,2,485,
7470,2017-07-01,2017-07-01 09:16,540.0,552.1,176,314,475,325,210,3161.10,3815.47,1,1375.00,654.37,0.00,7477,1,314,
7506,2017-07-01,2017-07-01 09:17,541.0,552.1,1161,354,9,354,9,2766.75,2766.75,1,2766.75,0.00,0.00,7116,0,354,
7773,2017-07-01,2017-07-01 09:23,547.0,552.2,7812,274,497,274,542,1556.81,1556.81,1,1556.81,0.00,0.00,7453,0,274,
6721,2017-07-01,2017-07-01 08:56,520.0,552.2,8534,204,11,203,245,9665.76,10148.35,1,4308.83,482.59,209.51,6575,0,204,
7263,2017-07-01,2017-07-01 09:10,534.0,552.3,580,588,335,324,485,3104.89,4125.25,1,2562.32,1020.36,510.18,7457,2,211,
7650,2017-07-01,2017-07-01 09:20,544.0,552.3,1702,48,230,60,211,2138.79,2138.79,1,1142.84,-0.00,995.95,7674,1,48,
7191,2017-07-01,2017-07-01 09:08,532.0,552.3,1219,236,354,236,354,4878.94,4918.94,1,2689.67,40.00,20.00,7384,2,122,
7736,2017-07-01,2017-07-01 09:23,547.0,552.4,11827,673,544,673,544,1682.91,1682.91,1,1682.91,0.00,0.00,7652,0,673,
7249,2017-07-01,2017-07-01 09:10,534.0,552.4,16753,145,174,545,173,5506.85,5575.61,1,3659.62,68.76,239.59,6810,0,145,
6951,2017-07-01,2017-07-01 09:02,526.0,552.4,2545,9,347,225,209,5242.59,6712.11,1,2781.13,1469.52,0.00,6840,0,9,
6744,2017-07-01,2017-07-01 08:57,521.0,552.5,9238,131,250,131,410,6384.41,7102.23,1,2056.56,717.82,482.33,6402,0,131,
7065,2017-07-01,2017-07-01 09:05,529.0,552.5,195,27,107,27,248,5978.78,5978.78,1,5978.78,0.00,0.00,7089,1,27,
6875,2017-07-01,2017-07-01 09:00,524.0,552.5,12759,163,77,24,77,6783.08,7984.22,1,4862.50,1201.14,1063.83,7234,2,529,
7438,2017-07-01,2017-07-01 09:15,539.0,552.5,2325,33,379,299,381,4468.86,4468.86,1,4468.86,0.00,0.00,7058,0,33,
6645,2017-07-01,2017-07-01 08:54,518.0,552.5,8355,68,328,68,57,8371.78,8761.80,1,4101.90,390.02,335.03,6470,0,68,
7307,2017-07-01,2017-07-01 09:12,536.0,552.5,22650,332,264,332,264,3861.92,4261.74,1,2585.53,399.82,722.18,7437,1,332,
6780,2017-07-01,2017-07-01 08:57,521.0,552.5,662,105,31,105,31,8160.19,9270.64,1,3521.85,1110.45,0.00,6694,0,105,
7840,2017-07-01,2017-07-01 09:25,549.0,552.6,140,105,331,109,331,1025.35,1025.35,1,1025.35,0.00,0.00,7744,0,105,
7778,2017-07-01,2017-07-01 09:23,547.0,552.6,752,27,501,27,500,1793.72,1793.72,1,1793.72,0.00,0.00,7756,0,27,
6893,2017-07-01,2017-07-01 09:00,524.0,552.6,84,105,473,108,476,6861.29,8321.12,1,6861.29,1459.83,729.91,7081,2,330,
7376,2017-07-01,2017-07-01 09:13,537.0,552.6,6690,11,264,11,264,2395.43,3623.91,1,1291.09,1228.48,0.00,7210,0,11,
7406,2017-07-01,2017-07-01 09:14,538.0,552.7,2525,26,586,26,586,2396.14,3098.58,1,774.86,702.43,351.22,7765,2,616,
7512,2017-07-01,2017-07-01 09:17,541.0,552.8,9600,219,170,505,170,2425.93,2425.93,1,659.83,-0.00,1300.58,7369,0,219,
7321,2017-07-01,2017-07-01 09:12,536.0,552.8,802,443,655,443,333,3332.10,4160.07,1,1287.42,827.98,556.96,7711,2,280,
7082,2017-07-01,2017-07-01 09:05,529.0,552.8,820,443,380,443,378,4363.34,5600.62,1,2267.73,1237.28,351.22,6685,0,443,
7567,2017-07-01,2017-07-01 09:18,542.0,552.8,11,473,314,473,325,2368.13,2368.13,1,2368.13,0.00,792.98,7473,0,473,
7621,2017-07-01,2017-07-01 09:20,544.0,552.8,10970,471,652,62,652,1916.93,1916.93,1,1916.93,0.00,0.00,7701,1,471,
7312,2017-07-01,2017-07-01 09:12,536.0,552.9,592,335,471,357,471,4348.27,4348.27,1,4348.27,0.00,593.74,7311,0,335,
7900,2017-07-01,2017-07-01 09:26,550.0,552.9,8033,529,242,529,242,945.09,945.09,1,945.09,0.00,0.00,7864,0,529,
6351,2017-07-01,2017-07-01 08:47,511.0,552.9,20002,261,31,261,292,11469.11,11469.11,1,11469.11,0.00,0.00,6358,1,261,
6358,2017-07-01,2017-07-01 08:47,511.0,552.9,20002,261,31,261,292,11469.11,11469.11,1,11469.11,0.00,0.00,6351,0,261,
7279,2017-07-01,2017-07-01 09:11,535.0,553.0,7921,443,674,237,674,4614.01,4614.01,1,4614.01,0.00,538.88,7096,0,443,
7429,2017-07-01,2017-07-01 09:15,539.0,553.0,3276,130,236,130,244,3282.37,4009.28,1,1528.01,726.91,0.00,7465,1,130,
7471,2017-07-01,2017-07-01 09:16,540.0,553.0,1124,224,311,216,308,3264.11,3264.11,1,566.39,0.00,0.00,7844,2,310,
7937,2017-07-01,2017-07-01 09:27,551.0,553.1,3379,313,479,583,479,548.80,548.80,1,548.80,0.00,0.00,7923,0,313,
7458,2017-07-01,2017-07-01 09:16,540.0,553.1,2733,404,380,249,537,1837.47,2306.50,1,707.21,469.03,234.51,7828,2,338,
7357,2017-07-01,2017-07-01 09:13,537.0,553.1,10018,107,261,107,261,3123.49,3318.71,1,1675.74,195.22,465.80,7564,2,234,
7215,2017-07-01,2017-07-01 09:09,533.0,553.2,2939,224,295,224,295,4007.92,4964.60,1,3084.03,956.68,974.37,7066,0,224,
7078,2017-07-01,2017-07-01 09:05,529.0,553.2,736,588,32,480,296,4596.91,5805.31,1,4364.24,1208.40,213.78,6914,0,588,
7630,2017-07-01,2017-07-01 09:20,544.0,553.2,1024,80,522,382,519,2348.25,2348.25,1,2348.25,0.00,0.00,7638,1,80,
7346,2017-07-01,2017-07-01 09:13,537.0,553.2,132,27,77,27,340,4605.28,4605.28,1,4605.28,0.00,0.00,7313,0,27,
7303,2017-07-01,2017-07-01 09:11,535.0,553.2,11048,501,145,504,545,4935.49,5083.81,1,801.50,148.32,709.41,7045,0,501,
7698,2017-07-01,2017-07-01 09:22,546.0,553.3,1702,48,230,60,211,2138.79,2138.79,1,2138.79,0.00,0.00,7703,1,48,
7396,2017-07-01,2017-07-01 09:14,538.0,553.3,1511,596,16,601,147,4651.61,4651.61,1,4651.61,0.00,0.00,7353,0,596,
6922,2017-07-01,2017-07-01 09:01,525.0,553.3,15165,708,22,631,22,7430.67,8660.41,1,5715.53,1229.73,601.79,7286,2,21,
6923,2017-07-01,2017-07-01 09:01,525.0,553.3,2689,105,274,106,281,6761.27,7411.29,1,4353.38,650.01,325.01,7358,2,526,
7358,2017-07-01,2017-07-01 09:13,537.0,553.3,2463,77,274,77,281,4353.38,4353.38,1,4353.38,0.00,325.01,6923,0,77,
7443,2017-07-01,2017-07-01 09:15,539.0,553.4,3824,107,328,107,57,2533.31,2533.31,1,2533.31,0.00,1279.98,7211,0,107,
6864,2017-07-01,2017-07-01 09:00,524.0,553.4,8496,443,638,616,462,6597.86,7673.77,1,2916.03,1075.92,388.14,6693,0,443,
7090,2017-07-01,2017-07-01 09:06,530.0,553.4,8130,80,723,88,723,6232.84,6456.68,1,2348.25,223.84,0.00,7114,1,80,
6711,2017-07-01,2017-07-01 08:56,520.0,553.5,2334,4,27,4,282,8646.16,8727.74,1,1456.13,81.58,253.58,6970,2,232,
7197,2017-07-01,2017-07-01 09:09,533.0,553.5,6317,471,379,471,379,4747.58,5741.60,1,3069.98,994.03,497.01,7562,2,300,
7511,2017-07-01,2017-07-01 09:17,541.0,553.5,14532,295,661,295,661,1692.76,2248.99,1,1692.76,556.23,278.11,7655,2,667,
7606,2017-07-01,2017-07-01 09:19,543.0,553.5,1131,3,310,212,309,2254.41,2254.41,0,,,,,,,
7214,2017-07-01,2017-07-01 09:09,533.0,553.5,10702,347,48,209,48,4184.39,5269.01,1,1696.66,1084.61,696.46,7315,1,347,
7042,2017-07-01,2017-07-01 09:04,528.0,553.6,305,27,609,27,609,6854.85,6854.85,1,6257.49,-0.00,1179.32,6982,0,27,
7179,2017-07-01,2017-07-01 09:08,532.0,553.6,7662,10,164,520,164,6419.57,6539.31,1,5428.40,119.74,0.00,7163,0,10,
7342,2017-07-01,2017-07-01 09:13,537.0,553.6,205,68,314,68,300,3804.47,3804.47,1,3804.47,0.00,0.00,7472,1,68,
7633,2017-07-01,2017-07-01 09:20,544.0,553.7,298,582,10,582,92,2129.92,2129.92,1,2129.92,0.00,730.10,7463,0,582,
7427,2017-07-01,2017-07-01 09:15,539.0,553.7,1334,313,50,313,59,3658.56,3846.53,1,3202.21,187.97,644.31,7430,1,313,
6913,2017-07-01,2017-07-01 09:01,525.0,553.7,9123,398,280,398,350,6475.50,7211.31,1,3549.96,735.81,1158.04,6820,0,398,
7302,2017-07-01,2017-07-01 09:11,535.0,553.7,974,311,219,312,505,4871.28,4871.28,1,3377.94,-0.00,665.23,7493,2,113,
7237,2017-07-01,2017-07-01 09:10,534.0,553.8,24,27,32,27,461,5626.40,5626.40,1,5626.40,0.00,0.00,7204,0,27,
6904,2017-07-01,2017-07-01 09:00,524.0,553.8,1797,77,347,77,470,7028.27,8063.79,1,3686.41,1035.53,20.00,6349,0,77,
7764,2017-07-01,2017-07-01 09:23,547.0,553.8,8873,638,463,638,463,1130.45,1130.45,0,,,,,,,
7582,2017-07-01,2017-07-01 09:19,543.0,553.8,2076,80,107,80,107,1982.06,3256.86,1,1795.95,1274.80,20.00,7034,0,80,
7414,2017-07-01,2017-07-01 09:14,538.0,553.8,3313,16,586,147,598,3170.58,3897.49,1,3139.70,726.91,757.79,7505,1,16,
6671,2017-07-01,2017-07-01 08:55,519.0,553.9,19094,719,367,719,496,10685.85,10685.85,1,10685.85,0.00,0.00,6715,1,719,
6715,2017-07-01,2017-07-01 08:56,520.0,553.9,19094,719,367,719,496,10685.85,10685.85,1,10685.85,0.00,0.00,6671,0,719,
6899,2017-07-01,2017-07-01 09:00,524.0,553.9,25165,552,178,552,180,7483.21,8179.39,1,5450.90,696.18,760.30,6803,0,552,
7593,2017-07-01,2017-07-01 09:19,543.0,554.0,4947,348,34,348,34,3245.18,3245.18,1,3245.18,0.00,0.00,7634,1,348,
7739,2017-07-01,2017-07-01 09:23,547.0,554.0,2399,379,10,381,79,1467.56,1467.56,1,1467.56,0.00,632.29,7515,0,379,
7347,2017-07-01,2017-07-01 09:13,537.0,554.0,89,27,529,220,278,4225.99,4265.99,1,2149.17,40.00,0.00,7459,1,27,
7064,2017-07-01,2017-07-01 09:05,529.0,554.1,11373,219,398,505,398,6434.13,7212.46,1,5360.17,778.33,629.39,6674,0,219,
7721,2017-07-01,2017-07-01 09:22,546.0,554.1,3023,353,141,352,141,1632.77,1632.77,1,1632.77,0.00,680.65,7601,0,353,
7781,2017-07-01,2017-07-01 09:23,547.0,554.2,3436,250,393,486,233,1076.05,1076.05,0,,,,,,,
7600,2017-07-01,2017-07-01 09:19,543.0,554.2,2016,80,586,88,586,3346.81,3346.81,1,2738.25,0.00,608.56,7619,1,80,
7317,2017-07-01,2017-07-01 09:12,536.0,554.2,3268,27,482,27,417,5848.54,5848.54,1,5848.54,0.00,0.00,7354,1,27,
7354,2017-07-01,2017-07-01 09:13,537.0,554.2,3268,27,482,27,417,5848.54,5848.54,1,5848.54,0.00,0.00,7317,0,27,
7046,2017-07-01,2017-07-01 09:04,528.0,554.3,18883,160,131,160,644,5794.54,7129.71,1,2360.92,1335.17,529.74,7275,2,274,
7295,2017-07-01,2017-07-01 09:11,535.0,554.3,0,105,27,318,276,6403.42,6403.42,1,4860.71,0.00,0.00,7293,0,105,
7686,2017-07-01,2017-07-01 09:22,546.0,554.3,16025,207,33,453,75,1667.92,1667.92,1,1667.92,0.00,0.00,7854,1,207,
7889,2017-07-01,2017-07-01 09:26,550.0,554.4,899,84,397,84,396,1187.69,1187.69,1,648.63,0.00,539.07,7936,1,84,
7026,2017-07-01,2017-07-01 09:04,528.0,554.4,18893,514,170,514,170,5952.96,6766.07,1,956.73,813.11,1204.10,6483,0,514,
7232,2017-07-01,2017-07-01 09:09,533.0,554.4,3333,674,655,674,655,5705.21,5963.93,1,2149.17,258.72,0.00,7574,2,27,
7537,2017-07-01,2017-07-01 09:18,542.0,554.4,747,25,27,253,220,4624.11,4721.91,1,2130.76,97.80,2591.15,7556,1,25,
7095,2017-07-01,2017-07-01 09:06,530.0,554.5,66,27,367,276,367,7084.17,7235.10,1,2519.33,150.93,0.00,7105,1,27,
7380,2017-07-01,2017-07-01 09:14,538.0,554.5,638,311,302,308,695,3140.40,3498.90,1,863.03,358.50,218.50,7541,2,312,
7902,2017-07-01,2017-07-01 09:26,550.0,554.6,1420,280,498,280,498,1526.79,1526.79,1,1526.79,0.00,0.00,7882,0,280,
7504,2017-07-01,2017-07-01 09:17,541.0,554.6,1708,596,609,601,609,1697.44,2779.47,1,1697.44,1082.03,541.02,7696,2,82,
7609,2017-07-01,2017-07-01 09:19,543.0,554.6,27928,257,250,257,486,2417.13,2417.13,1,2417.13,0.00,130.43,7403,0,257,
7250,2017-07-01,2017-07-01 09:10,534.0,554.6,1712,331,3,330,212,4114.10,4544.06,1,1957.00,429.96,383.12,7020,0,331,
7161,2017-07-01,2017-07-01 09:08,532.0,554.6,23559,439,528,439,528,5231.47,5547.73,1,2734.51,316.26,471.83,6910,0,439,
7422,2017-07-01,2017-07-01 09:15,539.0,554.6,2201,479,522,315,664,3563.95,4320.67,1,2587.29,756.72,548.80,7455,1,479,
7141,2017-07-01,2017-07-01 09:07,531.0,554.6,4743,33,236,75,235,6751.64,6751.64,1,3001.30,0.00,1049.10,6858,0,33,
7037,2017-07-01,2017-07-01 09:04,528.0,554.6,6652,673,397,673,396,6881.12,7074.65,1,4299.43,193.54,597.51,7160,2,675,
7531,2017-07-01,2017-07-01 09:18,542.0,554.7,141,582,224,582,675,3273.81,3842.05,1,3086.87,568.24,755.18,7565,1,582,
7857,2017-07-01,2017-07-01 09:25,549.0,554.7,1935,354,367,355,374,1354.32,1354.32,1,1354.32,0.00,0.00,7753,0,354,
7454,2017-07-01,2017-07-01 09:16,540.0,554.7,4072,353,250,353,410,4116.60,4116.60,1,2467.05,-0.00,0.00,7538,1,353,
7021,2017-07-01,2017-07-01 09:04,528.0,554.7,2362,348,131,348,550,5676.50,6716.54,1,999.00,1040.04,670.08,6468,0,348,
7725,2017-07-01,2017-07-01 09:22,546.0,554.7,1354,674,219,674,219,1885.03,1885.03,1,1885.03,0.00,664.62,7126,0,674,
6806,2017-07-01,2017-07-01 08:58,522.0,554.7,11443,20,9,20,9,9575.01,9624.27,1,4979.83,49.26,0.00,6802,0,20,
7591,2017-07-01,2017-07-01 09:19,543.0,554.8,8771,163,655,24,655,2875.51,2875.51,0,,,,,,,
7025,2017-07-01,2017-07-01 09:04,528.0,554.8,9920,250,497,250,499,6099.91,7393.88,1,2602.85,1293.96,2153.57,7158,2,234,
7368,2017-07-01,2017-07-01 09:13,537.0,554.8,11821,1,207,1,453,2884.01,3406.43,1,613.95,522.42,261.21,7884,2,200,
6940,2017-07-01,2017-07-01 09:01,525.0,554.8,10161,274,114,281,114,6948.70,8409.19,1,1130.04,1460.49,0.00,7061,2,503,
7510,2017-07-01,2017-07-01 09:17,541.0,554.8,336,331,310,331,712,2634.22,3919.95,1,1676.29,1285.73,295.44,6978,0,331,
6920,2017-07-01,2017-07-01 09:01,525.0,554.9,10897,393,514,393,514,7427.39,8007.30,1,2572.61,579.90,289.34,6667,0,393,
7408,2017-07-01,2017-07-01 09:14,538.0,554.9,866,77,614,77,614,3752.44,4682.67,1,2602.85,930.24,2079.82,7431,1,77,
7442,2017-07-01,2017-07-01 09:15,539.0,554.9,8034,34,307,570,307,3382.42,4215.20,1,1713.08,832.79,1572.61,7646,2,128,
7692,2017-07-01,2017-07-01 09:22,546.0,555.0,2076,80,107,382,248,1982.06,1982.06,1,1982.06,0.00,20.00,6765,0,80,
